Profile Name,Channel,Campaign Name,Ad Group,Keyword,Match Type,Keyword Status,Bid,Quality Score,Impressions,Clicks,Conversions,Cost,Avg CPC,Revenue,Avg Pos.
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport membership,Phrase,Active,1,8.6,91,16,2,1.72,0.1,1285.7,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite passport platinum,Phrase,Active,0.8,0,24,2,0,0.11,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport platinum,Phrase,Active,0.5,9.1,370,62,2,3.51,0.1,97.6,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite passport program,Exact,Active,0.9,0,109,34,0,3.71,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite passport program,Phrase,Active,0.5,0,12,6,0,0.51,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite passport program,Exact,Active,0.2,9,74,21,0,0.3,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport program,Phrase,Active,0.4,9.1,46,4,0,0.2,0.1,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite passport promotion,Exact,Active,1.2,0,2,1,0,0.09,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite passport promotion,Phrase,Active,0.5,0,6,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite passport promotion,Exact,Active,0,9.1,131,27,2,0.65,0,790.6,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport promotion,Phrase,Active,2,8.8,113,10,4,0.7,0.1,608,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite passport promotions,Exact,Active,1.2,0,58,7,0,1.07,0.2,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite passport promotions,Phrase,Active,0.5,0,5,3,0,0.13,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite passport promotions,Exact,Active,0.2,7,192,23,1,1,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport promotions,Phrase,Active,0.6,7,126,15,1,1.35,0.1,172.4,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite passport sign in,Phrase,Active,6.1,0,16,3,1,0.63,0.2,119.7,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport sign in,Phrase,Active,0.1,8.4,228,54,2,1.13,0,95.8,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite passport sign up,Exact,Active,1.3,0,2,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite passport sign up,Phrase,Active,0.6,0,5,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite passport sign up,Exact,Active,1.6,9,22,7,0,0.11,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport sign up,Phrase,Active,0.4,8,43,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite passport special offer,Exact,Active,1.3,9.7,2,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport special offer,Phrase,Active,0.4,8.6,5,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite passport special offers,Exact,Active,1,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite passport special offers,Exact,Active,1.6,9.4,21,3,2,0.71,0.2,341.8,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite passport special offers,Phrase,Active,0.4,8.6,2,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite point,Exact,Active,2.2,0,28,8,0,1,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite point,Phrase,Active,0.5,0,4,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite point,Exact,Active,0.1,8.7,12,4,0,0.07,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite point,Phrase,Active,0.4,8,9,0,0,0,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite points,Exact,Active,2,0,38,14,2,1.67,0.1,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite points,Phrase,Active,0.6,0,29,3,0,0.46,0.1,0,1.1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite points,Exact,Active,0.4,7.2,237,43,4,1.91,0,145.4,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite points,Phrase,Active,1.3,6.5,52,2,0,0.25,0.1,0,1.1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham elite rewards,Exact,Active,3.2,0,44,8,1,1.09,0.1,443,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham elite rewards,Phrase,Active,0.8,0,7,2,0,0.26,0.1,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham elite rewards,Exact,Active,0,7.9,195,79,3,1.92,0,98.9,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham elite rewards,Phrase,Active,0.6,9.3,11,1,0,0.05,0,0,1.4
Gotham Stay,bing,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand,Exact,Active,9.2,0,181,11,0,7.82,0.6,0,1.7
Gotham Stay,Google,TOL LOC-non-Grand Gotham - Mobile,Gotham Grand,Gotham grand,Exact,Active,1.3,3.3,206,2,0,2.97,1.1,0,1
Gotham Stay,Google,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand,Exact,Active,1.1,6.4,1048,100,0,10.45,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham grand elite status,Exact,Active,1,5.9,3,0,0,0,0,0,1
Gotham Stay,bing,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand hotel,Exact,Active,3.1,0,58,10,1,3.15,0.3,450.2,1.4
Gotham Stay,Google,TOL LOC-non-Grand Gotham - Mobile,Gotham Grand Hotel,Gotham grand hotel,Exact,Active,1.3,4,25,1,0,0.37,0.4,0,0.9
Gotham Stay,Google,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand hotel,Exact,Active,3.5,5.7,112,16,0,2.22,0.1,0,1
Gotham Stay,bing,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand hotels,Exact,Active,5.3,0,7,5,0,1.51,0.3,0,0.9
Gotham Stay,Google,TOL LOC-non-Grand Gotham - Mobile,Gotham Grand Hotels,Gotham grand hotels,Exact,Active,0.8,6.4,1,0,0,0,0,0,1.4
Gotham Stay,Google,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand hotels,Exact,Active,3.7,9.3,35,3,0,0.19,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham grand passport,Exact,Active,1,0,1,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham grand passport,Exact,Active,0.6,8.4,9,1,0,0.04,0,0,1.1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham grand passport,Phrase,Active,1,8.8,1,1,0,0.01,0,0,0.9
Gotham Stay,bing,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand regency,Exact,Active,4.5,0,56,4,0,0.57,0.2,0,1.3
Gotham Stay,Google,TOL LOC-non-Grand Gotham - Mobile,Gotham Grand Resort,Gotham grand resort,Exact,Active,1.3,4.9,16,0,0,0,0,0,1.1
Gotham Stay,Google,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand resort,Exact,Active,3.2,5.5,24,5,0,1.32,0.2,0,0.9
Gotham Stay,bing,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand vacation,Phrase,Active,3.9,0,35,1,0,0.39,0.3,0,1
Gotham Stay,Google,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grand vacation,Phrase,Active,3.6,5.9,99,12,0,5.15,0.3,0,1
Gotham Stay,Google,TOL LOC-non-Grand Gotham - Mobile,Gotham Grande,Gotham grande,Exact,Active,0.9,4.5,1,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Grand Gotham - Search,Grand Gotham - Search,Gotham grande,Exact,Active,2.1,5.7,5,1,0,0.01,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham guest rewards,Exact,Active,1.1,0,3,1,0,0.05,0.1,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham guest rewards,Phrase,Active,0.5,0,1,1,0,0.15,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham guest rewards,Exact,Active,1.3,8.8,18,4,0,0.47,0.1,0,0.9
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham Hotel Stay,Gotham guest services,Phrase,Active,1.6,6.7,23,2,0,0.12,0,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham General,Gotham hotel,Phrase,Active,2.9,9.6,2098,116,0,5.67,0,0,1
Gotham Stay,bing,LOC-non-Gotham Hotel - Exact,Gotham Hotel,Gotham hotel,Exact,Active,1.2,0,8006,946,55,206.49,0.2,19089.4,0.9
Gotham Stay,bing,LOC-non-Gotham Hotel - Phrase,Gotham Hotel,Gotham hotel,Phrase,Active,2.5,0,11288,2810,52,627.63,0.2,16130.3,1
Gotham Stay,Google,TOL LOC-non-Gotham Hotel - Exact,Gotham Hotel,Gotham hotel,Exact,Active,1.6,9.2,5343,224,0,27.21,0.1,0,0.9
Gotham Stay,Google,TOL LOC-non-Gotham Hotel - Phrase,Gotham Hotel,Gotham hotel,Phrase,Active,1.7,9.6,26069,1017,0,665.43,0.5,0,0.9
Gotham Stay,Google,LOC-non-Gotham Hotel - Exact,Gotham Hotel,Gotham hotel,Exact,Active,0.7,6.1,27978,4572,151,389.26,0.1,57474.7,1
Gotham Stay,Google,LOC-non-Gotham Hotel - Phrase,Gotham Hotel,Gotham hotel,Phrase,Active,1.8,6.5,26065,4916,177,2708.65,0.4,51787.1,1.2
Gotham Stay,Google,Blog - Gotham Blog,Hotel Blog,Gotham hotel blog,Phrase,Active,1.9,6.4,1,0,0,0,0,0,0.9
Gotham Stay,Google,Blog - Gotham Blog,Gotham Hotel Blog,Gotham hotel blog,Exact,Active,2,6.5,3,2,0,0.1,0,0,0.9
Gotham Stay,Google,LOC-non-Gotham Hotel - Phrase,Gotham Hotel,Gotham hotel brands,Broad,Paused,0,5.4,367,49,0,23.61,0.4,0,2.1
Gotham Stay,Google,LOC-non-Gotham Hotel - Phrase,Gotham Hotel,Gotham hotel brands,Phrase,Active,2.9,4.9,103,18,0,2.53,0.1,0,0.9
Gotham Stay,bing,LOC-non-Gotham - Info,Gotham Hotel Stay,Gotham hotel Stay,Phrase,Active,1.9,0,77,11,0,6.35,0.5,0,1.3
Gotham Stay,Google,TOL LOC-non-Gotham - Info,Gotham Hotel Stay,Gotham hotel Stay,Phrase,Active,1.7,6.9,25,1,0,1.21,1.2,0,1
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham Hotel Stay,Gotham hotel Stay,Phrase,Active,0.3,6.5,221,56,1,3.79,0.1,220.7,0.9
Gotham Stay,bing,LOC-non-Gotham - Info,Gotham Hotel Corp,Gotham hotel corp,Phrase,Active,2.1,0,78,6,0,3.11,0.4,0,1.1
Gotham Stay,Google,TOL LOC-non-Gotham - Info,Gotham Hotel Corp,Gotham hotel corp,Phrase,Active,0.2,6.6,5,0,0,0,0,0,1.3
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham Hotel Corp,Gotham hotel corp,Phrase,Active,2.6,5.6,45,11,0,2.07,0.2,0,0.9
Gotham Stay,bing,LOC-Gotham Leisure,Gotham Leisure_Exact,Gotham hotel deals,Exact,Active,0.5,0,27,2,0,0.74,0.4,0,2.3
Gotham Stay,bing,LOC-Gotham Leisure,Gotham Leisure_Phrase,Gotham hotel deals,Phrase,Active,0.4,0,15,2,0,0.75,0.4,0,5.8
Gotham Stay,Google,LOC-Gotham Leisure,Gotham Leisure_Exact,Gotham hotel deals,Exact,Active,0.6,7.7,33,4,0,2.5,0.5,0,1.8
Gotham Stay,Google,LOC-Gotham Leisure,Gotham Leisure_Phrase,Gotham hotel deals,Phrase,Active,0.5,7,96,6,0,2.59,0.4,0,4.5
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotel elite passport,Exact,Active,1.2,0,20,8,0,1.15,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotel elite passport,Phrase,Active,0.5,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotel elite passport,Exact,Active,0.1,9.6,27,12,0,0.12,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham hotel elite passport,Phrase,Active,0.5,8.4,10,2,0,0.91,0.5,0,1.2
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Hotel Location,Gotham hotel location,Phrase,Active,1.1,0,60,18,0,6.05,0.4,0,1.1
Gotham Stay,Google,TOL LOC-non-Gotham - Locations,Gotham Hotel Location,Gotham hotel location,Phrase,Active,0.5,6.7,15,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Hotel Location,Gotham hotel location,Phrase,Active,0.9,5.8,77,32,1,3.81,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locations,Gotham hotel locations,Exact,Active,1.1,0,134,27,0,6.49,0.2,0,1.5
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locations,Gotham hotel locations,Exact,Active,0.6,7.6,1513,630,19,61.31,0.1,4960.8,1
Gotham Stay,Google,LOC-non-Gotham Hotel - Phrase,Gotham Hotel,Gotham hotel locations,Phrase,Active,1,6.9,65,23,0,3.48,0.1,0,0.9
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locator,Gotham hotel locator,Phrase,Active,2.1,0,12,3,0,2.96,0.8,0,2.2
Gotham Stay,Google,TOL LOC-non-Gotham - Locations,Gotham Locator,Gotham hotel locator,Phrase,Active,1.9,6.3,9,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locator,Gotham hotel locator,Phrase,Active,1.3,6.6,16,6,0,0.29,0.1,0,0.9
Gotham Stay,Google,Blog - Gotham Blog,News,Gotham hotel news,Exact,Active,1.7,6.3,12,0,0,0,0,0,1
Gotham Stay,bing,LOC-non-Gotham - Packages,Gotham Packages,Gotham hotel package,Phrase,Active,2.1,0,2,0,0,0,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotel points,Exact,Active,1.2,0,17,2,0,0.82,0.4,0,1.2
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotel points,Phrase,Active,0.7,0,11,4,0,1.22,0.3,0,1.5
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotel points,Exact,Active,1,6.3,111,18,0,4.86,0.2,0,1.1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham hotel points,Phrase,Active,0.2,6.4,19,1,0,0.02,0,0,1.7
Gotham Stay,bing,LOC-non-Gotham - Reservations,Gotham Hotel Reservations,Gotham hotel reservations,Phrase,Active,5.7,0,760,86,13,20.54,0.2,5935.7,1.1
Gotham Stay,Google,TOL LOC-non-Gotham - Reservations,Gotham Hotel Reservations,Gotham hotel reservations,Phrase,Active,1.9,8.3,71,23,0,6.57,0.3,0,0.9
Gotham Stay,Google,LOC-non-Gotham - Reservations,Gotham Hotel Reservations,Gotham hotel reservations,Phrase,Active,0.8,9.8,306,112,8,14.93,0.1,1961.2,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotel rewards,Exact,Active,1.1,0,38,5,1,0.91,0.2,588.1,1.1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotel rewards,Phrase,Active,0.4,0,15,7,0,1.42,0.2,0,1.4
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotel rewards,Exact,Active,0.2,8.2,165,48,0,2.04,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham hotel rewards,Phrase,Active,0.4,8.4,22,0,0,0,0,0,1.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotel rewards program,Exact,Active,1.9,0,70,17,1,4.41,0.2,71.7,1.5
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotel rewards program,Phrase,Active,0.6,0,1,0,0,0,0,0,1.8
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotel rewards program,Exact,Active,2.8,9.8,123,41,0,11.08,0.2,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham General,Gotham hotel room,Phrase,Active,2.7,9.3,13,1,0,0.15,0.2,0,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham General,Gotham hotel rooms,Phrase,Active,2.5,9.9,3,1,0,0.01,0,0,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham General,Gotham hotel suites,Phrase,Active,2.7,9.2,3,0,0,0,0,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham General,Gotham hotels,Phrase,Active,2.7,9.6,414,13,0,0.5,0,0,1
Gotham Stay,bing,LOC-non-Gotham Hotel - Exact,Gotham Hotels,Gotham hotels,Exact,Active,0.8,0,38423,6917,326,1378.91,0.2,112188.7,1
Gotham Stay,Google,TOL LOC-non-Gotham Hotel - Exact,Gotham Hotels,Gotham hotels,Exact,Active,2,8.5,14932,1013,0,123.6,0.1,0,1
Gotham Stay,Google,LOC-non-Gotham Hotel - Exact,Gotham Hotels,Gotham hotels,Exact,Active,0.2,8.1,76214,27603,1253,1042.51,0,426279.1,0.9
Gotham Stay,bing,LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels & Resorts,Gotham hotels & resorts,Exact,Active,0.2,0,1075,184,12,39.17,0.2,3639.7,1.6
Gotham Stay,Google,TOL LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels & Resorts,Gotham hotels & resorts,Exact,Active,0.2,6.1,21,0,0,0,0,0,1
Gotham Stay,Google,LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels & Resorts,Gotham hotels & resorts,Exact,Active,0.4,7.1,680,147,1,7.87,0.1,188.3,0.9
Gotham Stay,bing,LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels And Resorts,Gotham hotels and resorts,Exact,Active,0.1,0,205,31,0,8.04,0.2,0,1.3
Gotham Stay,Google,TOL LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels And Resorts,Gotham hotels and resorts,Exact,Active,0.4,8.4,58,4,0,0.12,0,0,1
Gotham Stay,Google,LOC-non-Gotham Hotels & Resorts - Exact,Gotham Hotels And Resorts,Gotham hotels and resorts,Exact,Active,0.2,7.6,614,177,4,8.65,0.1,651.3,1
Gotham Stay,bing,LOC-non-Gotham - Reservations,Gotham Hotels And Resorts Reservations,Gotham hotels and resorts reservations,Phrase,Active,2,0,2,0,0,0,0,0,1.5
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotels awards,Exact,Active,1.2,0,1,1,0,0.29,0.3,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotels awards,Phrase,Active,0.6,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotels awards,Exact,Active,0.5,5.8,4,0,0,0,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham hotels awards,Phrase,Active,0.7,7,4,0,0,0,0,0,0.9
Gotham Stay,Google,Blog - Gotham Blog,Gotham Hotel Blog,Gotham hotels blog,Exact,Active,2,6.5,4,0,0,0,0,0,1
Gotham Stay,bing,LOC-non-Gotham - Info,Gotham Corporation,Gotham hotels corporation,Phrase,Active,3.2,0,486,109,3,17.49,0.2,598,1.4
Gotham Stay,Google,TOL LOC-non-Gotham - Info,Gotham Corporation,Gotham hotels corporation,Phrase,Active,2,5.7,51,1,0,0.95,0.9,0,1
Gotham Stay,Google,LOC-non-Gotham - Info,Gotham Corporation,Gotham hotels corporation,Phrase,Active,2.8,5.8,4716,105,3,16.03,0.1,1340.6,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotels elite passport,Exact,Active,1.1,0,10,4,0,0.6,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotels elite passport,Phrase,Active,0.6,0,3,2,0,0.27,0.1,0,1.4
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotels elite passport,Exact,Active,0.3,9.7,51,22,0,0.3,0,0,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham hotels elite passport,Phrase,Active,0.4,8.3,21,5,0,0.05,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotels loyalty program,Exact,Active,1.3,0,3,1,0,0.23,0.3,0,1.2
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotels loyalty program,Exact,Active,0.7,6.7,15,4,0,0.62,0.1,0,1.1
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotels loyalty rewards,Exact,Active,1.5,9.5,2,0,0,0,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham hotels points,Exact,Active,0.9,0,5,1,0,0.15,0.2,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham hotels points,Phrase,Active,0.6,0,1,0,0,0,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham hotels points,Exact,Active,0.8,6.1,18,6,0,0.28,0,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham hotels points,Phrase,Active,0.3,6,1,0,0,0,0,0,0.9
Gotham Stay,bing,LOC-non-Gotham - Reservations,Gotham Hotels Reservations,Gotham hotels reservations,Phrase,Active,1.7,0,35,8,0,2.53,0.2,0,2.2
Gotham Stay,Google,TOL LOC-non-Gotham - Reservations,Gotham Hotels Reservations,Gotham hotels reservations,Phrase,Active,1.9,8.7,63,21,0,6.09,0.2,0,1
Gotham Stay,Google,LOC-non-Gotham - Reservations,Gotham Hotels Reservations,Gotham hotels reservations,Phrase,Active,0.9,8.8,173,66,3,6.1,0.1,1639.9,1
Gotham Stay,Google,LOC-non-Gotham - Misspelling,Gotham Hotel Misspelling,Gotham hotesl,Phrase,Active,0.5,5.9,90,42,1,2.06,0,343.3,0.9
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham House,Gotham house,Phrase,Active,2.7,8.6,724,94,2,2.43,0,860.9,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham House,Gotham house hotel,Phrase,Active,2.4,9.1,2,0,0,0,0,0,1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Gotham House,Gotham house hotels,Phrase,Active,3,9.4,1,0,0,0,0,0,0.9
Gotham Stay,bing,LOC-non-Gotham - General,Gotham Inn,Gotham inn,Phrase,Active,2.4,0,206,45,1,13.87,0.3,95.7,1.2
Gotham Stay,Google,TOL LOC-non-Gotham - General,Gotham Inn,Gotham inn,Phrase,Active,0.2,7.7,96,2,0,0.17,0.1,0,1.3
Gotham Stay,Google,LOC-non-Gotham - General,Gotham Inn,Gotham inn,Phrase,Active,1,9.3,539,82,1,16.47,0.2,705.4,1.1
Gotham Stay,Google,LOC-non-Gotham - General,Gotham Inn,Gotham inn and suites,Phrase,Active,1.7,5.9,26,6,0,0.88,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locations,Gotham location,Exact,Active,1,0,50,6,0,0.82,0.1,0,1.2
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locations,Gotham location,Exact,Active,0.3,6.2,64,16,0,1.16,0.1,0,1
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locations,Gotham locations,Phrase,Active,1.4,0,376,101,1,14.37,0.1,88.1,1
Gotham Stay,Google,TOL LOC-non-Gotham - Locations,Gotham Locations,Gotham locations,Phrase,Active,0.2,5.9,481,12,0,1.52,0.1,0,1.1
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locations,Gotham locations,Phrase,Active,0.1,8.7,2997,763,15,15.04,0,4460,1
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locations,Gotham locations map,Exact,Active,2,0,29,2,0,0.44,0.1,0,1
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locations,Gotham locations map,Exact,Active,0,6.5,221,45,3,4.06,0.1,137.3,1
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locations,Gotham locations worldwide,Phrase,Active,1.9,0,22,2,0,0.62,0.2,0,1.3
Gotham Stay,Google,TOL LOC-non-Gotham - Locations,Gotham Locations,Gotham locations worldwide,Phrase,Active,0.3,5.9,30,0,0,0,0,0,1.4
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locations,Gotham locations worldwide,Phrase,Active,0.8,6.6,137,16,0,1.78,0.1,0,1.1
Gotham Stay,bing,LOC-non-Gotham - Locations,Gotham Locator,Gotham locator,Phrase,Active,1.8,0,4,1,0,0.84,0.8,0,0.9
Gotham Stay,Google,TOL LOC-non-Gotham - Locations,Gotham Locator,Gotham locator,Phrase,Active,0.1,6.4,6,0,0,0,0,0,1.7
Gotham Stay,Google,LOC-non-Gotham - Locations,Gotham Locator,Gotham locator,Phrase,Active,0.6,6.5,34,7,0,0.42,0,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham loyalty program,Exact,Active,1,0,21,9,0,1.4,0.1,0,0.9
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham loyalty program,Phrase,Active,0.5,0,5,3,0,0.46,0.1,0,0.9
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham loyalty program,Exact,Active,0.3,8,312,93,1,6.49,0.1,572.1,0.9
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham loyalty program,Phrase,Active,0.5,9.1,18,3,0,0.62,0.1,0,1.2
Gotham Stay,bing,LOC-non-Gotham - Luxury,Gotham Luxury,Gotham luxury,Phrase,Active,2.9,0,8,1,0,0.69,0.7,0,1
Gotham Stay,Google,TOL LOC-non-Gotham - Luxury,Gotham Luxury,Gotham luxury,Phrase,Active,1.9,5.4,11,0,0,0,0,0,1.2
Gotham Stay,Google,LOC-non-Gotham - Luxury,Gotham Luxury,Gotham luxury,Phrase,Active,1.5,6.9,18,4,0,1.04,0.2,0,1.1
Gotham Stay,Google,Gen - PV - Brand Video 2012,Meetings,Gotham meetings,Phrase,Active,2.7,9.8,10,1,0,0.02,0,0,1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham membership,Exact,Active,1.1,0,89,17,1,2.14,0.1,96.3,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham membership,Phrase,Active,0.4,0,31,7,0,0.65,0.1,0,1.5
Gotham Stay,Google,TM - elite Passport,GP_Exact,Gotham membership,Exact,Active,0.1,8.2,744,223,9,4.16,0,2238.2,1
Gotham Stay,Google,TM - elite Passport,GP_Phrase,Gotham membership,Phrase,Active,3.7,9,396,77,6,12.13,0.2,2444.2,1.1
Gotham Stay,bing,TM - elite Passport,GP_Exact,Gotham membership program,Exact,Active,1.3,0,4,2,0,0.22,0.1,0,1
Gotham Stay,bing,TM - elite Passport,GP_Phrase,Gotham membership program,Phrase,Active,0.5,0,3,0,0,0,0,0,1
